Ground Truth Labels Predictions
[42, 25, 46, 16, 8, 8, 6, 19] [42, 25, 46, 16, 8, 8, 5, 19]
[16, 61, 25, 77, 1, 1, 1, 8] [10, 57, 25, 77, 1, 1, 62, 8]
[122, 32, 8, 6, 25, 40, 13, 20] [32, 32, 149, 6, 25, 40, 8, 5]
[40, 122, 29, 46, 122, 40, 37, 1] [40, 122, 77, 46, 24, 40, 32, 1]
[32, 47, 33, 24, 47, 128, 48, 6] [32, 47, 31, 122, 46, 128, 48, 6]
[13, 12, 16, 37, 27, 24, 20, 40] [13, 8, 16, 24, 8, 24, 20, 40]
[1, 7, 26, 1, 25, 2, 24, 8] [1, 7, 26, 15, 25, 1, 25, 8]
[24, 42, 53, 29, 11, 127, 1, 1] [24, 42, 53, 30, 11, 127, 1, 1]
[6, 26, 31, 122, 47, 120, 32, 5] [6, 26, 31, 24, 47, 19, 32, 52]
[32, 33, 19, 40, 52, 12, 8, 8] [32, 35, 19, 8, 52, 8, 8, 8]
[32, 25, 12, 25, 25, 60, 40, 26] [32, 25, 12, 25, 40, 18, 40, 53]
[46, 1, 5, 16, 46, 25, 40, 15] [48, 1, 6, 16, 46, 25, 40, 8]
[32, 42, 31, 130, 15, 77, 24, 77] [48, 42, 31, 130, 15, 77, 25, 77]
[32, 47, 31, 28, 25, 46, 18, 47] [32, 47, 31, 25, 25, 46, 130, 32]
[77, 39, 38, 47, 123, 52, 46, 43] [77, 39, 38, 37, 123, 52, 46, 77]
[32, 32, 42, 31, 51, 32, 51, 42] [32, 32, 42, 31, 51, 37, 8, 32]
[10, 25, 46, 10, 1, 150, 42, 18] [15, 25, 46, 8, 31, 149, 42, 18]
[32, 35, 33, 26, 24, 47, 8, 74] [32, 35, 33, 40, 24, 37, 8, 25]
[8, 25, 20, 25, 10, 10, 45, 46] [8, 48, 20, 25, 8, 10, 45, 43]
[25, 26, 1, 3, 13, 77, 45, 32] [25, 26, 1, 3, 16, 77, 45, 32]
[77, 17, 31, 25, 25, 42, 89, 23] [77, 8, 31, 25, 48, 42, 8, 25]
[122, 61, 32, 32, 8, 43, 30, 48] [25, 61, 32, 32, 8, 43, 77, 48]
[24, 6, 25, 46, 25, 46, 40, 47] [25, 5, 26, 46, 75, 46, 40, 47]
[32, 32, 23, 10, 25, 13, 26, 16] [32, 32, 27, 10, 25, 1, 26, 16]
[13, 6, 8, 122, 25, 53, 46, 32] [8, 8, 8, 24, 25, 53, 46, 29]
[122, 60, 24, 46, 42, 46, 34, 10] [25, 18, 25, 53, 42, 46, 34, 8]
[15, 26, 35, 26, 48, 26, 47, 26] [15, 28, 35, 26, 48, 26, 47, 26]
[25, 24, 1, 40, 61, 75, 8, 47] [25, 122, 1, 40, 19, 75, 12, 47]
[10, 12, 47, 62, 61, 15, 2, 33] [8, 12, 47, 3, 61, 15, 3, 31]
[57, 26, 9, 31, 23, 60, 1, 32] [61, 26, 8, 31, 75, 8, 1, 32]
[11, 57, 10, 13, 130, 43, 122, 53] [10, 19, 8, 13, 19, 39, 25, 53]
[20, 31, 47, 25, 8, 45, 54, 1] [20, 31, 47, 25, 8, 45, 46, 1]
[25, 25, 75, 32, 42, 1, 77, 32] [26, 122, 75, 32, 42, 1, 77, 32]
[10, 53, 47, 11, 42, 16, 6, 15] [10, 53, 47, 15, 42, 16, 6, 15]
[56, 122, 40, 5, 84, 31, 15, 25] [8, 25, 40, 6, 84, 32, 37, 74]
[130, 48, 46, 37, 42, 31, 25, 151] [130, 48, 46, 37, 42, 31, 25, 8]
[53, 83, 15, 6, 42, 6, 46, 29] [1, 32, 15, 6, 42, 6, 46, 32]
[53, 47, 47, 40, 46, 35, 123, 29] [47, 47, 47, 40, 46, 35, 19, 35]
[46, 16, 31, 2, 13, 8, 51, 26] [46, 77, 31, 1, 89, 16, 51, 26]
[77, 32, 77, 42, 12, 83, 6, 47] [77, 32, 30, 42, 12, 32, 6, 47]
[31, 42, 15, 15, 43, 35, 122, 10] [31, 42, 15, 15, 52, 35, 24, 10]
[24, 32, 1, 35, 26, 25, 47, 15] [24, 32, 1, 84, 26, 25, 47, 15]
[9, 18, 40, 1, 26, 10, 32, 53] [1, 18, 40, 8, 26, 8, 81, 37]
[10, 52, 46, 1, 69, 3, 38, 52] [16, 52, 46, 1, 61, 3, 38, 52]
[6, 8, 48, 31, 48, 51, 24, 32] [6, 10, 48, 31, 48, 51, 24, 32]
[47, 56, 1, 12, 25, 8, 32, 26] [47, 11, 1, 12, 122, 8, 32, 26]
[45, 24, 75, 52, 3, 33, 25, 1] [45, 24, 75, 52, 3, 31, 25, 1]
[48, 57, 122, 26, 8, 6, 25, 32] [48, 61, 24, 26, 10, 6, 25, 31]
[42, 26, 32, 31, 35, 42, 40, 102] [42, 26, 32, 31, 35, 42, 40, 77]
[25, 35, 8, 1, 47, 50, 77, 8] [25, 81, 8, 1, 47, 50, 31, 149]
[42, 1, 25, 35, 1, 32, 25, 25] [42, 15, 26, 35, 1, 32, 25, 8]
[2, 8, 25, 53, 47, 56, 15, 8] [2, 8, 25, 46, 47, 16, 6, 8]
[130, 6, 10, 32, 46, 47, 8, 123] [130, 6, 8, 29, 61, 47, 8, 123]
[15, 32, 8, 128, 35, 0, 51, 28] [15, 32, 46, 128, 35, 1, 8, 26]
[25, 47, 32, 135, 16, 47, 77, 47] [26, 47, 32, 19, 16, 47, 77, 47]
[48, 75, 47, 53, 24, 53, 29, 32] [48, 75, 47, 53, 24, 53, 29, 32]
[1, 40, 47, 39, 1, 26, 77, 42] [6, 40, 47, 18, 1, 26, 77, 42]
[32, 6, 13, 24, 32, 24, 8, 13] [32, 6, 8, 24, 32, 24, 8, 13]
[43, 26, 16, 108, 81, 123, 45, 48] [43, 26, 16, 77, 48, 19, 45, 48]
[31, 45, 75, 43, 8, 3, 32, 29] [31, 45, 75, 43, 8, 1, 32, 35]
[43, 26, 48, 32, 140, 53, 56, 32] [43, 75, 48, 32, 53, 53, 15, 32]
[66, 26, 51, 33, 47, 47, 46, 8] [66, 52, 51, 33, 47, 47, 46, 1]
[26, 46, 53, 10, 53, 48, 35, 7] [26, 46, 53, 10, 53, 48, 35, 7]
[13, 18, 48, 15, 4, 102, 48, 16] [1, 18, 53, 15, 6, 84, 48, 16]
[24, 53, 17, 32, 26, 10, 60, 40] [24, 53, 8, 32, 26, 8, 18, 40]
[26, 8, 24, 40, 42, 57, 52, 14] [26, 1, 25, 8, 42, 57, 52, 14]
[24, 81, 3, 45, 14, 47, 12, 20] [24, 81, 3, 45, 15, 47, 12, 20]
[150, 122, 6, 24, 43, 19, 80, 29] [52, 122, 6, 24, 37, 19, 30, 35]
[8, 121, 25, 47, 2, 29, 48, 33] [1, 128, 26, 47, 1, 32, 48, 33]
[122, 5, 47, 48, 26, 43, 35, 58] [25, 6, 47, 48, 53, 52, 35, 130]
[43, 26, 46, 25, 15, 1, 24, 29] [46, 26, 46, 25, 8, 52, 24, 32]
[15, 48, 56, 40, 46, 42, 42, 25] [15, 48, 10, 40, 46, 42, 42, 25]
[77, 5, 42, 42, 77, 31, 43, 15] [77, 6, 42, 42, 77, 31, 43, 15]
[51, 10, 60, 6, 1, 47, 29, 47] [51, 10, 19, 6, 1, 47, 29, 47]
[24, 12, 8, 149, 40, 1, 122, 52] [24, 12, 10, 12, 40, 1, 24, 52]
[25, 15, 40, 35, 1, 47, 33, 25] [26, 15, 40, 35, 1, 47, 33, 25]
[54, 15, 40, 25, 48, 31, 35, 77] [54, 15, 28, 25, 48, 31, 35, 77]
[63, 40, 29, 37, 4, 1, 8, 127] [63, 40, 32, 47, 6, 1, 16, 127]
[8, 1, 23, 35, 16, 1, 18, 150] [8, 1, 25, 35, 16, 1, 18, 150]
[32, 93, 2, 53, 40, 12, 39, 25] [32, 18, 1, 48, 40, 12, 39, 25]
[31, 129, 149, 15, 2, 8, 20, 32] [31, 129, 149, 15, 1, 1, 20, 32]
[15, 12, 25, 32, 16, 51, 1, 15] [15, 12, 26, 32, 16, 8, 1, 15]
[13, 58, 26, 48, 33, 23, 1, 24] [8, 19, 26, 48, 33, 35, 1, 24]
[53, 32, 53, 5, 29, 47, 53, 1] [53, 32, 53, 5, 77, 47, 46, 1]
[1, 54, 57, 26, 8, 46, 12, 8] [1, 26, 61, 26, 8, 46, 12, 8]
[42, 37, 10, 47, 6, 47, 43, 8] [42, 32, 8, 47, 7, 47, 47, 8]
[1, 67, 84, 42, 31, 47, 42, 147] [1, 67, 32, 42, 31, 47, 42, 19]
[26, 33, 16, 48, 46, 25, 46, 26] [26, 33, 16, 48, 46, 25, 46, 55]
[53, 47, 29, 40, 26, 1, 16, 26] [53, 47, 32, 40, 26, 129, 16, 26]
[24, 1, 1, 122, 42, 122, 15, 57] [24, 1, 1, 24, 42, 48, 14, 18]
[57, 42, 19, 20, 142, 16, 42, 10] [18, 42, 123, 20, 35, 16, 42, 8]
[3, 53, 11, 122, 128, 26, 42, 45] [3, 53, 1, 122, 128, 26, 42, 45]
[25, 15, 75, 73, 46, 32, 32, 53] [25, 15, 75, 32, 46, 31, 32, 53]
[29, 31, 48, 26, 6, 56, 33, 57] [35, 31, 53, 26, 6, 56, 32, 61]
[6, 123, 1, 8, 53, 48, 77, 46] [6, 19, 1, 8, 53, 48, 77, 46]
[152, 75, 46, 1, 10, 43, 13, 26] [152, 75, 46, 1, 10, 43, 8, 26]
[57, 15, 12, 45, 62, 47, 122, 46] [61, 15, 12, 45, 62, 47, 122, 46]
[5, 45, 29, 16, 24, 122, 1, 25] [6, 45, 32, 16, 25, 24, 1, 25]
[102, 40, 5, 35, 75, 20, 16, 40] [77, 40, 20, 35, 32, 20, 16, 40]
[53, 1, 32, 53, 5, 13, 16, 24] [53, 1, 32, 53, 6, 149, 16, 122]
[48, 10, 1, 8, 19, 67, 77, 1] [48, 8, 1, 8, 19, 67, 77, 1]
[25, 32, 8, 20, 10, 108, 46, 30] [26, 32, 13, 6, 8, 35, 46, 77]
[25, 30, 25, 19, 28, 32, 122, 42] [25, 80, 25, 19, 26, 35, 25, 42]
[25, 8, 18, 128, 52, 10, 6, 32] [25, 8, 18, 121, 52, 8, 1, 32]
[8, 15, 48, 48, 46, 77, 8, 122] [52, 15, 48, 48, 47, 32, 8, 24]
[7, 52, 46, 127, 38, 1, 42, 25] [6, 52, 46, 127, 38, 1, 42, 24]
[25, 29, 45, 31, 5, 42, 62, 75] [25, 35, 45, 32, 6, 42, 52, 75]
[40, 40, 16, 32, 13, 47, 25, 42] [40, 48, 16, 32, 8, 47, 25, 42]
[53, 54, 77, 48, 22, 25, 24, 31] [53, 46, 77, 48, 1, 75, 24, 31]
[89, 35, 42, 31, 18, 60, 8, 6] [13, 35, 42, 32, 19, 18, 8, 6]
[10, 28, 31, 25, 48, 31, 16, 1] [8, 55, 31, 25, 48, 31, 16, 1]
[1, 45, 16, 52, 42, 10, 57, 27] [1, 45, 16, 52, 42, 10, 57, 122]
[42, 46, 29, 26, 2, 10, 75, 32] [42, 46, 29, 26, 1, 1, 75, 32]
[79, 40, 77, 10, 31, 2, 15, 26] [79, 40, 77, 10, 31, 2, 15, 26]
[12, 1, 13, 1, 74, 33, 36, 77] [12, 1, 8, 1, 74, 82, 32, 32]
[10, 42, 52, 47, 8, 26, 46, 16] [10, 42, 52, 47, 8, 25, 46, 15]
[1, 48, 25, 25, 7, 47, 56, 1] [2, 48, 25, 25, 7, 47, 56, 3]
[77, 127, 19, 63, 30, 8, 57, 46] [77, 128, 123, 63, 79, 8, 19, 35]
[20, 19, 42, 46, 77, 25, 43, 32] [20, 19, 42, 46, 77, 25, 32, 32]
[42, 15, 57, 56, 47, 15, 42, 46] [42, 16, 57, 16, 47, 16, 42, 46]
[32, 55, 33, 52, 75, 23, 6, 6] [32, 55, 31, 52, 75, 25, 6, 6]
[46, 5, 26, 8, 25, 16, 45, 57] [46, 6, 26, 12, 77, 16, 45, 57]
[42, 33, 44, 16, 42, 12, 53, 52] [42, 33, 44, 16, 42, 12, 48, 52]
[56, 31, 53, 16, 42, 16, 28, 5] [8, 31, 53, 16, 42, 16, 26, 5]
[32, 13, 30, 16, 8, 35, 66, 34] [48, 51, 8, 16, 8, 35, 15, 32]
[77, 8, 40, 77, 53, 53, 51, 47] [77, 8, 40, 77, 53, 53, 51, 47]
[26, 1, 20, 25, 35, 127, 46, 32] [26, 1, 20, 25, 35, 8, 46, 32]
[15, 46, 42, 42, 24, 25, 26, 84] [14, 46, 42, 42, 24, 25, 25, 84]
[52, 48, 25, 11, 1, 20, 6, 46] [52, 48, 25, 11, 1, 20, 6, 46]
[40, 1, 16, 10, 122, 24, 32, 16] [40, 1, 11, 8, 24, 24, 32, 16]
[53, 1, 31, 32, 10, 31, 16, 32] [48, 1, 32, 32, 10, 31, 16, 32]
[35, 40, 150, 6, 9, 8, 32, 15] [35, 40, 149, 6, 10, 8, 32, 15]
[58, 29, 47, 34, 19, 53, 53, 17] [19, 31, 47, 34, 19, 48, 53, 8]
[7, 69, 46, 81, 25, 32, 29, 3] [7, 61, 46, 81, 25, 32, 31, 1]
[123, 48, 77, 56, 47, 15, 47, 46] [123, 48, 77, 11, 47, 15, 47, 53]
[46, 12, 12, 45, 47, 25, 53, 16] [46, 12, 12, 45, 47, 25, 48, 1]
[15, 8, 63, 32, 26, 25, 25, 31] [15, 53, 8, 32, 26, 25, 25, 31]
[46, 27, 26, 32, 5, 128, 116, 46] [46, 122, 26, 31, 6, 128, 45, 48]
[6, 47, 1, 20, 30, 6, 32, 56] [6, 47, 1, 20, 77, 6, 32, 16]
[46, 2, 19, 122, 1, 26, 15, 31] [46, 1, 19, 122, 1, 37, 15, 31]
[42, 42, 25, 122, 35, 77, 24, 48] [53, 42, 25, 122, 29, 77, 24, 53]
[47, 25, 32, 5, 24, 75, 40, 115] [47, 25, 32, 5, 8, 75, 40, 42]
[1, 47, 10, 47, 127, 122, 24, 121] [37, 47, 8, 47, 8, 24, 25, 11]
[2, 29, 10, 42, 25, 37, 57, 52] [2, 35, 8, 42, 25, 25, 18, 52]
[47, 39, 75, 26, 8, 32, 15, 32] [47, 39, 75, 26, 1, 32, 15, 32]
[12, 1, 30, 55, 53, 69, 40, 8] [12, 8, 77, 55, 53, 19, 40, 1]
[10, 19, 12, 15, 30, 10, 53, 6] [8, 19, 12, 15, 77, 10, 53, 6]
[15, 10, 42, 13, 25, 8, 18, 35] [16, 10, 42, 8, 25, 10, 18, 35]
[10, 20, 16, 26, 16, 122, 32, 32] [12, 20, 16, 26, 16, 25, 32, 32]
[31, 8, 25, 25, 77, 52, 31, 25] [31, 8, 25, 25, 31, 52, 31, 25]
[46, 29, 4, 6, 29, 33, 25, 40] [47, 32, 6, 8, 50, 32, 25, 40]
[54, 15, 15, 42, 70, 19, 48, 65] [37, 15, 15, 53, 5, 19, 48, 19]
[40, 51, 8, 61, 42, 16, 46, 47] [40, 8, 10, 61, 42, 16, 46, 46]
[7, 32, 25, 28, 56, 42, 53, 51] [7, 32, 122, 26, 47, 42, 53, 8]
[47, 1, 17, 122, 25, 42, 42, 15] [47, 37, 17, 24, 25, 42, 42, 62]
[26, 129, 77, 25, 33, 25, 25, 26] [53, 8, 77, 25, 33, 25, 25, 26]
[48, 12, 6, 1, 1, 32, 25, 8] [48, 12, 6, 1, 1, 32, 25, 8]
[31, 25, 46, 24, 24, 46, 47, 31] [31, 122, 46, 24, 122, 46, 47, 31]
[31, 149, 24, 77, 14, 46, 62, 33] [31, 149, 24, 77, 14, 46, 1, 31]
[5, 53, 45, 13, 47, 35, 34, 53] [6, 53, 45, 13, 47, 35, 32, 53]
[8, 25, 122, 31, 77, 31, 53, 8] [8, 25, 122, 31, 77, 31, 53, 10]
[122, 32, 51, 31, 45, 77, 47, 31] [25, 32, 8, 31, 45, 77, 47, 32]
[147, 35, 6, 29, 25, 12, 45, 1] [45, 35, 6, 35, 25, 8, 45, 1]
[26, 82, 10, 1, 43, 25, 81, 26] [26, 82, 8, 1, 53, 122, 81, 26]
[40, 24, 48, 122, 0, 48, 13, 12] [40, 24, 53, 25, 2, 43, 13, 12]
[54, 19, 47, 32, 34, 1, 32, 122] [46, 19, 47, 32, 35, 1, 32, 8]
[1, 32, 6, 5, 1, 40, 46, 16] [1, 32, 7, 5, 1, 40, 46, 16]
[77, 47, 1, 26, 47, 122, 52, 48] [77, 47, 1, 48, 47, 122, 8, 48]
[46, 42, 24, 10, 54, 46, 25, 65] [46, 42, 25, 8, 46, 46, 24, 61]
[26, 43, 47, 6, 77, 28, 6, 53] [26, 53, 47, 5, 77, 26, 6, 53]
[31, 15, 53, 12, 13, 10, 25, 12] [31, 15, 53, 12, 8, 8, 26, 12]
[25, 25, 25, 47, 31, 122, 40, 11] [46, 25, 25, 43, 31, 122, 40, 11]
[29, 16, 29, 25, 31, 42, 29, 122] [32, 16, 32, 25, 31, 42, 31, 25]
[25, 25, 35, 20, 11, 5, 32, 18] [25, 25, 35, 20, 16, 5, 32, 18]
[30, 32, 6, 47, 20, 31, 30, 10] [8, 32, 6, 47, 20, 32, 77, 8]
[10, 24, 53, 47, 77, 46, 32, 47] [10, 25, 48, 47, 77, 46, 33, 47]
[19, 31, 40, 74, 35, 47, 46, 38] [61, 31, 40, 25, 35, 47, 46, 38]
[16, 77, 38, 29, 24, 25, 13, 77] [16, 77, 38, 35, 24, 25, 8, 77]
[20, 6, 75, 33, 32, 53, 77, 12] [20, 6, 75, 33, 32, 53, 77, 10]
[46, 40, 12, 12, 53, 57, 26, 48] [46, 40, 12, 12, 53, 18, 26, 53]
[24, 11, 45, 19, 47, 80, 47, 25] [24, 11, 45, 19, 47, 80, 47, 25]
[26, 47, 6, 46, 47, 47, 19, 31] [53, 47, 6, 53, 48, 47, 57, 31]
[1, 18, 31, 53, 35, 24, 1, 4] [1, 18, 31, 53, 35, 24, 1, 6]
[31, 8, 20, 47, 47, 128, 122, 12] [31, 8, 75, 47, 47, 121, 8, 12]
[1, 38, 80, 25, 75, 32, 57, 25] [2, 38, 80, 25, 75, 32, 61, 26]
[6, 46, 25, 26, 31, 77, 151, 47] [6, 46, 24, 26, 31, 77, 8, 47]
[19, 1, 31, 19, 9, 52, 16, 6] [19, 1, 31, 19, 1, 37, 16, 6]
[25, 31, 32, 13, 122, 31, 10, 25] [24, 31, 32, 13, 26, 31, 10, 28]
[32, 26, 50, 46, 48, 13, 43, 32] [81, 25, 50, 46, 48, 13, 43, 32]
[31, 25, 149, 32, 122, 43, 31, 40] [31, 25, 149, 32, 122, 43, 31, 40]
[42, 16, 129, 123, 149, 20, 31, 1] [42, 15, 129, 19, 149, 8, 31, 2]
[26, 10, 29, 79, 1, 77, 1, 12] [26, 8, 32, 79, 1, 77, 1, 149]
[75, 12, 69, 119, 37, 53, 24, 37] [75, 12, 19, 51, 47, 43, 24, 37]
[48, 32, 1, 24, 39, 8, 75, 16] [48, 32, 1, 24, 39, 37, 75, 16]
[123, 77, 12, 1, 122, 12, 42, 24] [19, 77, 15, 1, 25, 16, 42, 24]
[32, 42, 40, 1, 40, 37, 12, 19] [32, 42, 40, 15, 40, 37, 51, 18]
[25, 42, 53, 27, 5, 122, 33, 1] [25, 42, 43, 8, 5, 122, 33, 15]
[24, 17, 44, 45, 33, 8, 56, 42] [24, 8, 44, 45, 81, 8, 56, 42]
[8, 31, 1, 5, 31, 25, 26, 32] [8, 31, 1, 5, 31, 25, 26, 32]
[57, 47, 31, 31, 1, 12, 44, 48] [19, 47, 31, 31, 1, 12, 44, 48]
[45, 12, 35, 8, 1, 77, 35, 25] [48, 12, 35, 8, 1, 77, 35, 25]
[51, 12, 59, 46, 5, 13, 32, 6] [8, 16, 19, 46, 6, 13, 32, 5]
[24, 39, 6, 29, 46, 52, 44, 77] [24, 39, 7, 48, 46, 52, 44, 77]
[14, 53, 8, 3, 25, 77, 25, 8] [14, 53, 12, 3, 25, 77, 25, 8]
[15, 26, 35, 40, 30, 71, 29, 18] [15, 26, 32, 40, 77, 20, 81, 18]
[43, 25, 42, 25, 42, 10, 149, 32] [43, 25, 42, 25, 42, 8, 8, 32]
[8, 1, 122, 77, 1, 47, 25, 6] [1, 1, 122, 77, 1, 32, 26, 6]
[77, 24, 31, 2, 29, 6, 31, 12] [77, 24, 31, 2, 32, 14, 31, 12]
[13, 15, 46, 13, 3, 46, 15, 24] [13, 15, 46, 13, 3, 46, 15, 24]
[121, 25, 25, 47, 82, 2, 4, 20] [121, 25, 25, 47, 35, 1, 6, 20]
[11, 13, 35, 75, 8, 42, 74, 32] [11, 13, 35, 75, 8, 42, 25, 32]
[45, 37, 1, 53, 46, 81, 5, 35] [45, 8, 1, 53, 46, 81, 48, 35]
